,Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,
,slc.40.450.11,40,450,11,Total Expenditures,Emergency measures,
,slc.40.450.12,40,450,12,Inter-Functional Adjustments,Emergency measures,
,slc.40.450.13,40,450,13,Allocation of Program Support,Emergency measures,
,slc.40.450.14,40,450,14,Amounts for Unfunded Liabilities,Emergency measures,
,slc.40.450.15,40,450,15,TOTAL Expenditures LESS Unfunded Liabilities,Emergency measures,
,slc.40.450.16,40,450,16,Amortization,Emergency measures,
,slc.40.460.01,40,460,01,"Salaries, Wages and Employee Benefits",Provincial Offences Act (POA),
,slc.40.460.02,40,460,02,Interest on Long Term Debt,Provincial Offences Act (POA),
,slc.40.460.03,40,460,03,Materials,Provincial Offences Act (POA),
,slc.40.460.04,40,460,04,Contracted Services,Provincial Offences Act (POA),
,slc.40.460.05,40,460,05,Rents and Financial Expenses,Provincial Offences Act (POA),
,slc.40.460.06,40,460,06,External Transfers,Provincial Offences Act (POA),
,slc.40.460.07,40,460,07,Subtotal,Provincial Offences Act (POA),
,slc.40.460.08,40,460,08,Long Term Debt Charges (Principal),Provincial Offences Act (POA),
,slc.40.460.09,40,460,09,Transfers to Own Funds,Provincial Offences Act (POA),
,slc.40.460.10,40,460,10,- n.a. -,Provincial Offences Act (POA),
,slc.40.460.11,40,460,11,Total Expenditures,Provincial Offences Act (POA),
,slc.40.460.12,40,460,12,Inter-Functional Adjustments,Provincial Offences Act (POA),
,slc.40.460.13,40,460,13,Allocation of Program Support,Provincial Offences Act (POA),
,slc.40.460.14,40,460,14,Amounts for Unfunded Liabilities,Provincial Offences Act (POA),
,slc.40.460.15,40,460,15,TOTAL Expenditures LESS Unfunded Liabilities,Provincial Offences Act (POA),
,slc.40.460.16,40,460,16,Amortization,Provincial Offences Act (POA),
,slc.40.498.01,40,498,01,"Salaries, Wages and Employee Benefits",Please specify,
,slc.40.498.02,40,498,02,Interest on Long Term Debt,Please specify,
,slc.40.498.03,40,498,03,Materials,Please specify,
,slc.40.498.04,40,498,04,Contracted Services,Please specify,
,slc.40.498.05,40,498,05,Rents and Financial Expenses,Please specify,
,slc.40.498.06,40,498,06,External Transfers,Please specify,
,slc.40.498.07,40,498,07,Subtotal,Please specify,
,slc.40.498.08,40,498,08,Long Term Debt Charges (Principal),Please specify,
,slc.40.498.09,40,498,09,Transfers to Own Funds,Please specify,
,slc.40.498.10,40,498,10,- n.a. -,Please specify,
,slc.40.498.11,40,498,11,Total Expenditures,Please specify,
,slc.40.498.12,40,498,12,Inter-Functional Adjustments,Please specify,
,slc.40.498.13,40,498,13,Allocation of Program Support,Please specify,
,slc.40.498.14,40,498,14,Amounts for Unfunded Liabilities,Please specify,
,slc.40.498.15,40,498,15,TOTAL Expenditures LESS Unfunded Liabilities,Please specify,
,slc.40.498.16,40,498,16,Amortization,Please specify,
,slc.40.499.01,40,499,01,"Salaries, Wages and Employee Benefits",Subtotal,
,slc.40.499.02,40,499,02,Interest on Long Term Debt,Subtotal,
,slc.40.499.03,40,499,03,Materials,Subtotal,
,slc.40.499.04,40,499,04,Contracted Services,Subtotal,
,slc.40.499.05,40,499,05,Rents and Financial Expenses,Subtotal,
,slc.40.499.06,40,499,06,External Transfers,Subtotal,
,slc.40.499.07,40,499,07,Subtotal,Subtotal,
,slc.40.499.08,40,499,08,Long Term Debt Charges (Principal),Subtotal,
,slc.40.499.09,40,499,09,Transfers to Own Funds,Subtotal,
,slc.40.499.10,40,499,10,- n.a. -,Subtotal,
,slc.40.499.11,40,499,11,Total Expenditures,Subtotal,
,slc.40.499.12,40,499,12,Inter-Functional Adjustments,Subtotal,
,slc.40.499.13,40,499,13,Allocation of Program Support,Subtotal,
,slc.40.499.14,40,499,14,Amounts for Unfunded Liabilities,Subtotal,
,slc.40.499.15,40,499,15,TOTAL Expenditures LESS Unfunded Liabilities,Subtotal,
,slc.40.499.16,40,499,16,Amortization,Subtotal,
,slc.40.610.01,40,610,01,"Salaries, Wages and Employee Benefits",Roadways,
,slc.40.610.02,40,610,02,Interest on Long Term Debt,Roadways,
,slc.40.610.03,40,610,03,Materials,Roadways,
,slc.40.610.04,40,610,04,Contracted Services,Roadways,
,slc.40.610.05,40,610,05,Rents and Financial Expenses,Roadways,
,slc.40.610.06,40,610,06,External Transfers,Roadways,
,slc.40.610.07,40,610,07,Subtotal,Roadways,
,slc.40.610.08,40,610,08,Long Term Debt Charges (Principal),Roadways,
,slc.40.610.09,40,610,09,Transfers to Own Funds,Roadways,
,slc.40.610.10,40,610,10,- n.a. -,Roadways,
,slc.40.610.11,40,610,11,Total Expenditures,Roadways,
,slc.40.610.12,40,610,12,Inter-Functional Adjustments,Roadways,
,slc.40.610.13,40,610,13,Allocation of Program Support,Roadways,
,slc.40.610.14,40,610,14,Amounts for Unfunded Liabilities,Roadways,
,slc.40.610.15,40,610,15,TOTAL Expenditures LESS Unfunded Liabilities,Roadways,
,slc.40.610.16,40,610,16,Amortization,Roadways,
,slc.40.620.01,40,620,01,"Salaries, Wages and Employee Benefits",Winter control,
,slc.40.620.02,40,620,02,Interest on Long Term Debt,Winter control,
,slc.40.620.03,40,620,03,Materials,Winter control,
,slc.40.620.04,40,620,04,Contracted Services,Winter control,
,slc.40.620.05,40,620,05,Rents and Financial Expenses,Winter control,
,slc.40.620.06,40,620,06,External Transfers,Winter control,
,slc.40.620.07,40,620,07,Subtotal,Winter control,
,slc.40.620.08,40,620,08,Long Term Debt Charges (Principal),Winter control,
,slc.40.620.09,40,620,09,Transfers to Own Funds,Winter control,
,slc.40.620.10,40,620,10,- n.a. -,Winter control,
,slc.40.620.11,40,620,11,Total Expenditures,Winter control,
,slc.40.620.12,40,620,12,Inter-Functional Adjustments,Winter control,
,slc.40.620.13,40,620,13,Allocation of Program Support,Winter control,
,slc.40.620.14,40,620,14,Amounts for Unfunded Liabilities,Winter control,
,slc.40.620.15,40,620,15,TOTAL Expenditures LESS Unfunded Liabilities,Winter control,
,slc.40.620.16,40,620,16,Amortization,Winter control,
,slc.40.630.01,40,630,01,"Salaries, Wages and Employee Benefits",Transit,
,slc.40.630.02,40,630,02,Interest on Long Term Debt,Transit,
,slc.40.630.03,40,630,03,Materials,Transit,
,slc.40.630.04,40,630,04,Contracted Services,Transit,
,slc.40.630.05,40,630,05,Rents and Financial Expenses,Transit,
,slc.40.630.06,40,630,06,External Transfers,Transit,
,slc.40.630.07,40,630,07,Subtotal,Transit,
,slc.40.630.08,40,630,08,Long Term Debt Charges (Principal),Transit,
,slc.40.630.09,40,630,09,Transfers to Own Funds,Transit,
,slc.40.630.10,40,630,10,- n.a. -,Transit,
,slc.40.630.11,40,630,11,Total Expenditures,Transit,
,slc.40.630.12,40,630,12,Inter-Functional Adjustments,Transit,
,slc.40.630.13,40,630,13,Allocation of Program Support,Transit,
,slc.40.630.14,40,630,14,Amounts for Unfunded Liabilities,Transit,
,slc.40.630.15,40,630,15,TOTAL Expenditures LESS Unfunded Liabilities,Transit,
,slc.40.630.16,40,630,16,Amortization,Transit,
,slc.40.640.01,40,640,01,"Salaries, Wages and Employee Benefits",Parking,
,slc.40.640.02,40,640,02,Interest on Long Term Debt,Parking,
,slc.40.640.03,40,640,03,Materials,Parking,
,slc.40.640.04,40,640,04,Contracted Services,Parking,
,slc.40.640.05,40,640,05,Rents and Financial Expenses,Parking,
,slc.40.640.06,40,640,06,External Transfers,Parking,
,slc.40.640.07,40,640,07,Subtotal,Parking,
,slc.40.640.08,40,640,08,Long Term Debt Charges (Principal),Parking,
,slc.40.640.09,40,640,09,Transfers to Own Funds,Parking,
,slc.40.640.10,40,640,10,- n.a. -,Parking,
,slc.40.640.11,40,640,11,Total Expenditures,Parking,
,slc.40.640.12,40,640,12,Inter-Functional Adjustments,Parking,
,slc.40.640.13,40,640,13,Allocation of Program Support,Parking,
,slc.40.640.14,40,640,14,Amounts for Unfunded Liabilities,Parking,
,slc.40.640.15,40,640,15,TOTAL Expenditures LESS Unfunded Liabilities,Parking,
,slc.40.640.16,40,640,16,Amortization,Parking,
,slc.40.650.01,40,650,01,"Salaries, Wages and Employee Benefits",Street lighting,
,slc.40.650.02,40,650,02,Interest on Long Term Debt,Street lighting,
,slc.40.650.03,40,650,03,Materials,Street lighting,
,slc.40.650.04,40,650,04,Contracted Services,Street lighting,
,slc.40.650.05,40,650,05,Rents and Financial Expenses,Street lighting,
,slc.40.650.06,40,650,06,External Transfers,Street lighting,
,slc.40.650.07,40,650,07,Subtotal,Street lighting,
,slc.40.650.08,40,650,08,Long Term Debt Charges (Principal),Street lighting,
,slc.40.650.09,40,650,09,Transfers to Own Funds,Street lighting,
,slc.40.650.10,40,650,10,- n.a. -,Street lighting,
,slc.40.650.11,40,650,11,Total Expenditures,Street lighting,
,slc.40.650.12,40,650,12,Inter-Functional Adjustments,Street lighting,
,slc.40.650.13,40,650,13,Allocation of Program Support,Street lighting,
,slc.40.650.14,40,650,14,Amounts for Unfunded Liabilities,Street lighting,
,slc.40.650.15,40,650,15,TOTAL Expenditures LESS Unfunded Liabilities,Street lighting,
,slc.40.650.16,40,650,16,Amortization,Street lighting,
,slc.40.660.01,40,660,01,"Salaries, Wages and Employee Benefits",Air transportation,
,slc.40.660.02,40,660,02,Interest on Long Term Debt,Air transportation,
,slc.40.660.03,40,660,03,Materials,Air transportation,
,slc.40.660.04,40,660,04,Contracted Services,Air transportation,
,slc.40.660.05,40,660,05,Rents and Financial Expenses,Air transportation,
,slc.40.660.06,40,660,06,External Transfers,Air transportation,
,slc.40.660.07,40,660,07,Subtotal,Air transportation,
,slc.40.660.08,40,660,08,Long Term Debt Charges (Principal),Air transportation,
,slc.40.660.09,40,660,09,Transfers to Own Funds,Air transportation,
,slc.40.660.10,40,660,10,- n.a. -,Air transportation,
,slc.40.660.11,40,660,11,Total Expenditures,Air transportation,
,slc.40.660.12,40,660,12,Inter-Functional Adjustments,Air transportation,
,slc.40.660.13,40,660,13,Allocation of Program Support,Air transportation,
,slc.40.660.14,40,660,14,Amounts for Unfunded Liabilities,Air transportation,
,slc.40.660.15,40,660,15,TOTAL Expenditures LESS Unfunded Liabilities,Air transportation,
,slc.40.660.16,40,660,16,Amortization,Air transportation,
,slc.40.698.01,40,698,01,"Salaries, Wages and Employee Benefits",Please specify,
,slc.40.698.02,40,698,02,Interest on Long Term Debt,Please specify,
,slc.40.698.03,40,698,03,Materials,Please specify,
,slc.40.698.04,40,698,04,Contracted Services,Please specify,
,slc.40.698.05,40,698,05,Rents and Financial Expenses,Please specify,
,slc.40.698.06,40,698,06,External Transfers,Please specify,
,slc.40.698.07,40,698,07,Subtotal,Please specify,
,slc.40.698.08,40,698,08,Long Term Debt Charges (Principal),Please specify,
,slc.40.698.09,40,698,09,Transfers to Own Funds,Please specify,
,slc.40.698.10,40,698,10,- n.a. -,Please specify,
,slc.40.698.11,40,698,11,Total Expenditures,Please specify,
,slc.40.698.12,40,698,12,Inter-Functional Adjustments,Please specify,
,slc.40.698.13,40,698,13,Allocation of Program Support,Please specify,
,slc.40.698.14,40,698,14,Amounts for Unfunded Liabilities,Please specify,
,slc.40.698.15,40,698,15,TOTAL Expenditures LESS Unfunded Liabilities,Please specify,
,slc.40.698.16,40,698,16,Amortization,Please specify,
,slc.40.699.01,40,699,01,"Salaries, Wages and Employee Benefits",Subtotal,
,slc.40.699.02,40,699,02,Interest on Long Term Debt,Subtotal,
,slc.40.699.03,40,699,03,Materials,Subtotal,
,slc.40.699.04,40,699,04,Contracted Services,Subtotal,
,slc.40.699.05,40,699,05,Rents and Financial Expenses,Subtotal,
,slc.40.699.06,40,699,06,External Transfers,Subtotal,
,slc.40.699.07,40,699,07,Subtotal,Subtotal,
,slc.40.699.08,40,699,08,Long Term Debt Charges (Principal),Subtotal,
,slc.40.699.09,40,699,09,Transfers to Own Funds,Subtotal,
,slc.40.699.10,40,699,10,- n.a. -,Subtotal,
,slc.40.699.11,40,699,11,Total Expenditures,Subtotal,
,slc.40.699.12,40,699,12,Inter-Functional Adjustments,Subtotal,
,slc.40.699.13,40,699,13,Allocation of Program Support,Subtotal,
,slc.40.699.14,40,699,14,Amounts for Unfunded Liabilities,Subtotal,
,slc.40.699.15,40,699,15,TOTAL Expenditures LESS Unfunded Liabilities,Subtotal,
,slc.40.699.16,40,699,16,Amortization,Subtotal,
,slc.40.810.01,40,810,01,"Salaries, Wages and Employee Benefits",Sanitary sewer system,
,slc.40.810.02,40,810,02,Interest on Long Term Debt,Sanitary sewer system,
,slc.40.810.03,40,810,03,Materials,Sanitary sewer system,
,slc.40.810.04,40,810,04,Contracted Services,Sanitary sewer system,
,slc.40.810.05,40,810,05,Rents and Financial Expenses,Sanitary sewer system,
,slc.40.810.06,40,810,06,External Transfers,Sanitary sewer system,
,slc.40.810.07,40,810,07,Subtotal,Sanitary sewer system,
,slc.40.810.08,40,810,08,Long Term Debt Charges (Principal),Sanitary sewer system,
,slc.40.810.09,40,810,09,Transfers to Own Funds,Sanitary sewer system,
,slc.40.810.10,40,810,10,- n.a. -,Sanitary sewer system,
,slc.40.810.11,40,810,11,Total Expenditures,Sanitary sewer system,
,slc.40.810.12,40,810,12,Inter-Functional Adjustments,Sanitary sewer system,
,slc.40.810.13,40,810,13,Allocation of Program Support,Sanitary sewer system,
,slc.40.810.14,40,810,14,Amounts for Unfunded Liabilities,Sanitary sewer system,
,slc.40.810.15,40,810,15,TOTAL Expenditures LESS Unfunded Liabilities,Sanitary sewer system,
,slc.40.810.16,40,810,16,Amortization,Sanitary sewer system,
,slc.40.820.01,40,820,01,"Salaries, Wages and Employee Benefits",Storm sewer system,
,slc.40.820.02,40,820,02,Interest on Long Term Debt,Storm sewer system,
,slc.40.820.03,40,820,03,Materials,Storm sewer system,
,slc.40.820.04,40,820,04,Contracted Services,Storm sewer system,
,slc.40.820.05,40,820,05,Rents and Financial Expenses,Storm sewer system,
,slc.40.820.06,40,820,06,External Transfers,Storm sewer system,
,slc.40.820.07,40,820,07,Subtotal,Storm sewer system,
,slc.40.820.08,40,820,08,Long Term Debt Charges (Principal),Storm sewer system,
,slc.40.820.09,40,820,09,Transfers to Own Funds,Storm sewer system,
,slc.40.820.10,40,820,10,- n.a. -,Storm sewer system,
,slc.40.820.11,40,820,11,Total Expenditures,Storm sewer system,
,slc.40.820.12,40,820,12,Inter-Functional Adjustments,Storm sewer system,
,slc.40.820.13,40,820,13,Allocation of Program Support,Storm sewer system,
,slc.40.820.14,40,820,14,Amounts for Unfunded Liabilities,Storm sewer system,
,slc.40.820.15,40,820,15,TOTAL Expenditures LESS Unfunded Liabilities,Storm sewer system,
,slc.40.820.16,40,820,16,Amortization,Storm sewer system,
,slc.40.830.01,40,830,01,"Salaries, Wages and Employee Benefits",Waterworks system,
,slc.40.830.02,40,830,02,Interest on Long Term Debt,Waterworks system,
,slc.40.830.03,40,830,03,Materials,Waterworks system,
,slc.40.830.04,40,830,04,Contracted Services,Waterworks system,
,slc.40.830.05,40,830,05,Rents and Financial Expenses,Waterworks system,
,slc.40.830.06,40,830,06,External Transfers,Waterworks system,
,slc.40.830.07,40,830,07,Subtotal,Waterworks system,
,slc.40.830.08,40,830,08,Long Term Debt Charges (Principal),Waterworks system,
,slc.40.830.09,40,830,09,Transfers to Own Funds,Waterworks system,
,slc.40.830.10,40,830,10,- n.a. -,Waterworks system,
,slc.40.830.11,40,830,11,Total Expenditures,Waterworks system,
,slc.40.830.12,40,830,12,Inter-Functional Adjustments,Waterworks system,
,slc.40.830.13,40,830,13,Allocation of Program Support,Waterworks system,
,slc.40.830.14,40,830,14,Amounts for Unfunded Liabilities,Waterworks system,
,slc.40.830.15,40,830,15,TOTAL Expenditures LESS Unfunded Liabilities,Waterworks system,
,slc.40.830.16,40,830,16,Amortization,Waterworks system,
,slc.40.840.01,40,840,01,"Salaries, Wages and Employee Benefits",Waste collection,
,slc.40.840.02,40,840,02,Interest on Long Term Debt,Waste collection,
,slc.40.840.03,40,840,03,Materials,Waste collection,
,slc.40.840.04,40,840,04,Contracted Services,Waste collection,
,slc.40.840.05,40,840,05,Rents and Financial Expenses,Waste collection,
,slc.40.840.06,40,840,06,External Transfers,Waste collection,
,slc.40.840.07,40,840,07,Subtotal,Waste collection,
,slc.40.840.08,40,840,08,Long Term Debt Charges (Principal),Waste collection,
,slc.40.840.09,40,840,09,Transfers to Own Funds,Waste collection,
,slc.40.840.10,40,840,10,- n.a. -,Waste collection,
,slc.40.840.11,40,840,11,Total Expenditures,Waste collection,
,slc.40.840.12,40,840,12,Inter-Functional Adjustments,Waste collection,
,slc.40.840.13,40,840,13,Allocation of Program Support,Waste collection,
,slc.40.840.14,40,840,14,Amounts for Unfunded Liabilities,Waste collection,
,slc.40.840.15,40,840,15,TOTAL Expenditures LESS Unfunded Liabilities,Waste collection,
,slc.40.840.16,40,840,16,Amortization,Waste collection,
,slc.40.850.01,40,850,01,"Salaries, Wages and Employee Benefits",Waste disposal,
,slc.40.850.02,40,850,02,Interest on Long Term Debt,Waste disposal,
,slc.40.850.03,40,850,03,Materials,Waste disposal,
,slc.40.850.04,40,850,04,Contracted Services,Waste disposal,
,slc.40.850.05,40,850,05,Rents and Financial Expenses,Waste disposal,
,slc.40.850.06,40,850,06,External Transfers,Waste disposal,
,slc.40.850.07,40,850,07,Subtotal,Waste disposal,
,slc.40.850.08,40,850,08,Long Term Debt Charges (Principal),Waste disposal,
,slc.40.850.09,40,850,09,Transfers to Own Funds,Waste disposal,
,slc.40.850.10,40,850,10,- n.a. -,Waste disposal,
,slc.40.850.11,40,850,11,Total Expenditures,Waste disposal,
,slc.40.850.12,40,850,12,Inter-Functional Adjustments,Waste disposal,
,slc.40.850.13,40,850,13,Allocation of Program Support,Waste disposal,
,slc.40.850.14,40,850,14,Amounts for Unfunded Liabilities,Waste disposal,
