Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,Rev_Exp_Staff_Other,Category,Include
slc.40.821.15,40,821,15,- n.a. -,Urban storm sewer system,,,
slc.40.821.16,40,821,16,Amortization,Urban storm sewer system,,,
slc.40.822.01,40,822,01,"Salaries, Wages and Employee Benefits",Rural storm sewer system,,,
slc.40.822.02,40,822,02,Interest on Long Term Debt,Rural storm sewer system,,,
slc.40.822.03,40,822,03,Materials,Rural storm sewer system,,,
slc.40.822.04,40,822,04,Contracted Services,Rural storm sewer system,,,
slc.40.822.05,40,822,05,Rents and Financial Expenses,Rural storm sewer system,,,
slc.40.822.06,40,822,06,External Transfers,Rural storm sewer system,,,
slc.40.822.07,40,822,07,Total Expenses Before Adjustments,Rural storm sewer system,,,
slc.40.822.08,40,822,08,- n.a. -,Rural storm sewer system,,,
slc.40.822.09,40,822,09,- n.a. -,Rural storm sewer system,,,
slc.40.822.10,40,822,10,- n.a. -,Rural storm sewer system,,,
slc.40.822.11,40,822,11,Total Expenses After Adjustments,Rural storm sewer system,,,
slc.40.822.12,40,822,12,Inter-Functional Adjustments,Rural storm sewer system,,,
slc.40.822.13,40,822,13,Allocation of Program Support,Rural storm sewer system,,,
slc.40.822.14,40,822,14,- n.a. -,Rural storm sewer system,,,
slc.40.822.15,40,822,15,- n.a. -,Rural storm sewer system,,,
slc.40.822.16,40,822,16,Amortization,Rural storm sewer system,,,
slc.40.831.01,40,831,01,"Salaries, Wages and Employee Benefits",Water treatment,,,
slc.40.831.02,40,831,02,Interest on Long Term Debt,Water treatment,,,
slc.40.831.03,40,831,03,Materials,Water treatment,,,
slc.40.831.04,40,831,04,Contracted Services,Water treatment,,,
slc.40.831.05,40,831,05,Rents and Financial Expenses,Water treatment,,,
slc.40.831.06,40,831,06,External Transfers,Water treatment,,,
slc.40.831.07,40,831,07,Total Expenses Before Adjustments,Water treatment,,,
slc.40.831.08,40,831,08,- n.a. -,Water treatment,,,
slc.40.831.09,40,831,09,- n.a. -,Water treatment,,,
slc.40.831.10,40,831,10,- n.a. -,Water treatment,,,
slc.40.831.11,40,831,11,Total Expenses After Adjustments,Water treatment,,,
slc.40.831.12,40,831,12,Inter-Functional Adjustments,Water treatment,,,
slc.40.831.13,40,831,13,Allocation of Program Support,Water treatment,,,
slc.40.831.14,40,831,14,- n.a. -,Water treatment,,,
slc.40.831.15,40,831,15,- n.a. -,Water treatment,,,
slc.40.831.16,40,831,16,Amortization,Water treatment,,,
slc.40.832.01,40,832,01,"Salaries, Wages and Employee Benefits",Water distribution/transmission,,,
slc.40.832.02,40,832,02,Interest on Long Term Debt,Water distribution/transmission,,,
slc.40.832.03,40,832,03,Materials,Water distribution/transmission,,,
slc.40.832.04,40,832,04,Contracted Services,Water distribution/transmission,,,
slc.40.832.05,40,832,05,Rents and Financial Expenses,Water distribution/transmission,,,
slc.40.832.06,40,832,06,External Transfers,Water distribution/transmission,,,
slc.40.832.07,40,832,07,Total Expenses Before Adjustments,Water distribution/transmission,,,
slc.40.832.08,40,832,08,- n.a. -,Water distribution/transmission,,,
slc.40.832.09,40,832,09,- n.a. -,Water distribution/transmission,,,
slc.40.832.10,40,832,10,- n.a. -,Water distribution/transmission,,,
slc.40.832.11,40,832,11,Total Expenses After Adjustments,Water distribution/transmission,,,
slc.40.832.12,40,832,12,Inter-Functional Adjustments,Water distribution/transmission,,,
slc.40.832.13,40,832,13,Allocation of Program Support,Water distribution/transmission,,,
slc.40.832.14,40,832,14,- n.a. -,Water distribution/transmission,,,
slc.40.832.15,40,832,15,- n.a. -,Water distribution/transmission,,,
slc.40.832.16,40,832,16,Amortization,Water distribution/transmission,,,
slc.40.840.01,40,840,01,"Salaries, Wages and Employee Benefits",Solid waste collection,,,
slc.40.840.02,40,840,02,Interest on Long Term Debt,Solid waste collection,,,
slc.40.840.03,40,840,03,Materials,Solid waste collection,,,
slc.40.840.04,40,840,04,Contracted Services,Solid waste collection,,,
slc.40.840.05,40,840,05,Rents and Financial Expenses,Solid waste collection,,,
slc.40.840.06,40,840,06,External Transfers,Solid waste collection,,,
slc.40.840.07,40,840,07,Total Expenses Before Adjustments,Solid waste collection,,,
slc.40.840.08,40,840,08,- n.a. -,Solid waste collection,,,
slc.40.840.09,40,840,09,- n.a. -,Solid waste collection,,,
slc.40.840.10,40,840,10,- n.a. -,Solid waste collection,,,
slc.40.840.11,40,840,11,Total Expenses After Adjustments,Solid waste collection,,,
slc.40.840.12,40,840,12,Inter-Functional Adjustments,Solid waste collection,,,
slc.40.840.13,40,840,13,Allocation of Program Support,Solid waste collection,,,
slc.40.840.14,40,840,14,- n.a. -,Solid waste collection,,,
slc.40.840.15,40,840,15,- n.a. -,Solid waste collection,,,
slc.40.840.16,40,840,16,Amortization,Solid waste collection,,,
slc.40.850.01,40,850,01,"Salaries, Wages and Employee Benefits",Solid waste disposal,,,
slc.40.850.02,40,850,02,Interest on Long Term Debt,Solid waste disposal,,,
slc.40.850.03,40,850,03,Materials,Solid waste disposal,,,
slc.40.850.04,40,850,04,Contracted Services,Solid waste disposal,,,
slc.40.850.05,40,850,05,Rents and Financial Expenses,Solid waste disposal,,,
slc.40.850.06,40,850,06,External Transfers,Solid waste disposal,,,
slc.40.850.07,40,850,07,Total Expenses Before Adjustments,Solid waste disposal,,,
slc.40.850.08,40,850,08,- n.a. -,Solid waste disposal,,,
slc.40.850.09,40,850,09,- n.a. -,Solid waste disposal,,,
slc.40.850.10,40,850,10,- n.a. -,Solid waste disposal,,,
slc.40.850.11,40,850,11,Total Expenses After Adjustments,Solid waste disposal,,,
slc.40.850.12,40,850,12,Inter-Functional Adjustments,Solid waste disposal,,,
slc.40.850.13,40,850,13,Allocation of Program Support,Solid waste disposal,,,
slc.40.850.14,40,850,14,- n.a. -,Solid waste disposal,,,
slc.40.850.15,40,850,15,- n.a. -,Solid waste disposal,,,
slc.40.850.16,40,850,16,Amortization,Solid waste disposal,,,
slc.40.860.01,40,860,01,"Salaries, Wages and Employee Benefits",Waste diversion,,,
slc.40.860.02,40,860,02,Interest on Long Term Debt,Waste diversion,,,
slc.40.860.03,40,860,03,Materials,Waste diversion,,,
slc.40.860.04,40,860,04,Contracted Services,Waste diversion,,,
slc.40.860.05,40,860,05,Rents and Financial Expenses,Waste diversion,,,
slc.40.860.06,40,860,06,External Transfers,Waste diversion,,,
slc.40.860.07,40,860,07,Total Expenses Before Adjustments,Waste diversion,,,
slc.40.860.08,40,860,08,- n.a. -,Waste diversion,,,
slc.40.860.09,40,860,09,- n.a. -,Waste diversion,,,
slc.40.860.10,40,860,10,- n.a. -,Waste diversion,,,
slc.40.860.11,40,860,11,Total Expenses After Adjustments,Waste diversion,,,
slc.40.860.12,40,860,12,Inter-Functional Adjustments,Waste diversion,,,
slc.40.860.13,40,860,13,Allocation of Program Support,Waste diversion,,,
slc.40.860.14,40,860,14,- n.a. -,Waste diversion,,,
slc.40.860.15,40,860,15,- n.a. -,Waste diversion,,,
slc.40.860.16,40,860,16,Amortization,Waste diversion,,,
slc.40.898.01,40,898,01,"Salaries, Wages and Employee Benefits",Please specify,,,
slc.40.898.02,40,898,02,Interest on Long Term Debt,Please specify,,,
slc.40.898.03,40,898,03,Materials,Please specify,,,
slc.40.898.04,40,898,04,Contracted Services,Please specify,,,
slc.40.898.05,40,898,05,Rents and Financial Expenses,Please specify,,,
slc.40.898.06,40,898,06,External Transfers,Please specify,,,
slc.40.898.07,40,898,07,Total Expenses Before Adjustments,Please specify,,,
slc.40.898.08,40,898,08,- n.a. -,Please specify,,,
slc.40.898.09,40,898,09,- n.a. -,Please specify,,,
slc.40.898.10,40,898,10,- n.a. -,Please specify,,,
slc.40.898.11,40,898,11,Total Expenses After Adjustments,Please specify,,,
slc.40.898.12,40,898,12,Inter-Functional Adjustments,Please specify,,,
slc.40.898.13,40,898,13,Allocation of Program Support,Please specify,,,
slc.40.898.14,40,898,14,- n.a. -,Please specify,,,
slc.40.898.15,40,898,15,- n.a. -,Please specify,,,
slc.40.898.16,40,898,16,Amortization,Please specify,,,
slc.40.899.01,40,899,01,"Salaries, Wages and Employee Benefits",Subtotal,,,
slc.40.899.02,40,899,02,Interest on Long Term Debt,Subtotal,,,
slc.40.899.03,40,899,03,Materials,Subtotal,,,
slc.40.899.04,40,899,04,Contracted Services,Subtotal,,,
slc.40.899.05,40,899,05,Rents and Financial Expenses,Subtotal,,,
slc.40.899.06,40,899,06,External Transfers,Subtotal,,,
slc.40.899.07,40,899,07,Total Expenses Before Adjustments,Subtotal,,,
slc.40.899.08,40,899,08,- n.a. -,Subtotal,,,
slc.40.899.09,40,899,09,- n.a. -,Subtotal,,,
slc.40.899.10,40,899,10,- n.a. -,Subtotal,,,
slc.40.899.11,40,899,11,Total Expenses After Adjustments,Subtotal,,,
slc.40.899.12,40,899,12,Inter-Functional Adjustments,Subtotal,,,
slc.40.899.13,40,899,13,Allocation of Program Support,Subtotal,,,
slc.40.899.14,40,899,14,- n.a. -,Subtotal,,,
slc.40.899.15,40,899,15,- n.a. -,Subtotal,,,
slc.40.899.16,40,899,16,Amortization,Subtotal,,,
slc.40.1010.01,40,1010,01,"Salaries, Wages and Employee Benefits",Public health services,,,
slc.40.1010.02,40,1010,02,Interest on Long Term Debt,Public health services,,,
slc.40.1010.03,40,1010,03,Materials,Public health services,,,
slc.40.1010.04,40,1010,04,Contracted Services,Public health services,,,
slc.40.1010.05,40,1010,05,Rents and Financial Expenses,Public health services,,,
slc.40.1010.06,40,1010,06,External Transfers,Public health services,,,
slc.40.1010.07,40,1010,07,Total Expenses Before Adjustments,Public health services,,,
slc.40.1010.08,40,1010,08,- n.a. -,Public health services,,,
slc.40.1010.09,40,1010,09,- n.a. -,Public health services,,,
slc.40.1010.10,40,1010,10,- n.a. -,Public health services,,,
slc.40.1010.11,40,1010,11,Total Expenses After Adjustments,Public health services,,,
slc.40.1010.12,40,1010,12,Inter-Functional Adjustments,Public health services,,,
slc.40.1010.13,40,1010,13,Allocation of Program Support,Public health services,,,
slc.40.1010.14,40,1010,14,- n.a. -,Public health services,,,
slc.40.1010.15,40,1010,15,- n.a. -,Public health services,,,
slc.40.1010.16,40,1010,16,Amortization,Public health services,,,
slc.40.1020.01,40,1020,01,"Salaries, Wages and Employee Benefits",Hospitals,,,
slc.40.1020.02,40,1020,02,Interest on Long Term Debt,Hospitals,,,
slc.40.1020.03,40,1020,03,Materials,Hospitals,,,
slc.40.1020.04,40,1020,04,Contracted Services,Hospitals,,,
slc.40.1020.05,40,1020,05,Rents and Financial Expenses,Hospitals,,,
slc.40.1020.06,40,1020,06,External Transfers,Hospitals,,,
slc.40.1020.07,40,1020,07,Total Expenses Before Adjustments,Hospitals,,,
slc.40.1020.08,40,1020,08,- n.a. -,Hospitals,,,
slc.40.1020.09,40,1020,09,- n.a. -,Hospitals,,,
slc.40.1020.10,40,1020,10,- n.a. -,Hospitals,,,
slc.40.1020.11,40,1020,11,Total Expenses After Adjustments,Hospitals,,,
slc.40.1020.12,40,1020,12,Inter-Functional Adjustments,Hospitals,,,
slc.40.1020.13,40,1020,13,Allocation of Program Support,Hospitals,,,
slc.40.1020.14,40,1020,14,- n.a. -,Hospitals,,,
slc.40.1020.15,40,1020,15,- n.a. -,Hospitals,,,
slc.40.1020.16,40,1020,16,Amortization,Hospitals,,,
slc.40.1030.01,40,1030,01,"Salaries, Wages and Employee Benefits",Ambulance services,,,
slc.40.1030.02,40,1030,02,Interest on Long Term Debt,Ambulance services,,,
slc.40.1030.03,40,1030,03,Materials,Ambulance services,,,
slc.40.1030.04,40,1030,04,Contracted Services,Ambulance services,,,
slc.40.1030.05,40,1030,05,Rents and Financial Expenses,Ambulance services,,,
slc.40.1030.06,40,1030,06,External Transfers,Ambulance services,,,
slc.40.1030.07,40,1030,07,Total Expenses Before Adjustments,Ambulance services,,,
slc.40.1030.08,40,1030,08,- n.a. -,Ambulance services,,,
slc.40.1030.09,40,1030,09,- n.a. -,Ambulance services,,,
slc.40.1030.10,40,1030,10,- n.a. -,Ambulance services,,,
slc.40.1030.11,40,1030,11,Total Expenses After Adjustments,Ambulance services,,,
slc.40.1030.12,40,1030,12,Inter-Functional Adjustments,Ambulance services,,,
slc.40.1030.13,40,1030,13,Allocation of Program Support,Ambulance services,,,
slc.40.1030.14,40,1030,14,- n.a. -,Ambulance services,,,
slc.40.1030.15,40,1030,15,- n.a. -,Ambulance services,,,
slc.40.1030.16,40,1030,16,Amortization,Ambulance services,,,
slc.40.1035.01,40,1035,01,"Salaries, Wages and Employee Benefits",Ambulance dispatch,,,
slc.40.1035.02,40,1035,02,Interest on Long Term Debt,Ambulance dispatch,,,
slc.40.1035.03,40,1035,03,Materials,Ambulance dispatch,,,
slc.40.1035.04,40,1035,04,Contracted Services,Ambulance dispatch,,,
slc.40.1035.05,40,1035,05,Rents and Financial Expenses,Ambulance dispatch,,,
slc.40.1035.06,40,1035,06,External Transfers,Ambulance dispatch,,,
slc.40.1035.07,40,1035,07,Total Expenses Before Adjustments,Ambulance dispatch,,,
slc.40.1035.08,40,1035,08,- n.a. -,Ambulance dispatch,,,
slc.40.1035.09,40,1035,09,- n.a. -,Ambulance dispatch,,,
slc.40.1035.10,40,1035,10,- n.a. -,Ambulance dispatch,,,
slc.40.1035.11,40,1035,11,Total Expenses After Adjustments,Ambulance dispatch,,,
slc.40.1035.12,40,1035,12,Inter-Functional Adjustments,Ambulance dispatch,,,
slc.40.1035.13,40,1035,13,Allocation of Program Support,Ambulance dispatch,,,
slc.40.1035.14,40,1035,14,- n.a. -,Ambulance dispatch,,,
slc.40.1035.15,40,1035,15,- n.a. -,Ambulance dispatch,,,
slc.40.1035.16,40,1035,16,Amortization,Ambulance dispatch,,,
slc.40.1040.01,40,1040,01,"Salaries, Wages and Employee Benefits",Cemeteries,,,
slc.40.1040.02,40,1040,02,Interest on Long Term Debt,Cemeteries,,,
slc.40.1040.03,40,1040,03,Materials,Cemeteries,,,
slc.40.1040.04,40,1040,04,Contracted Services,Cemeteries,,,
slc.40.1040.05,40,1040,05,Rents and Financial Expenses,Cemeteries,,,
slc.40.1040.06,40,1040,06,External Transfers,Cemeteries,,,
slc.40.1040.07,40,1040,07,Total Expenses Before Adjustments,Cemeteries,,,
slc.40.1040.08,40,1040,08,- n.a. -,Cemeteries,,,
slc.40.1040.09,40,1040,09,- n.a. -,Cemeteries,,,
slc.40.1040.10,40,1040,10,- n.a. -,Cemeteries,,,
slc.40.1040.11,40,1040,11,Total Expenses After Adjustments,Cemeteries,,,
slc.40.1040.12,40,1040,12,Inter-Functional Adjustments,Cemeteries,,,
slc.40.1040.13,40,1040,13,Allocation of Program Support,Cemeteries,,,
slc.40.1040.14,40,1040,14,- n.a. -,Cemeteries,,,
slc.40.1040.15,40,1040,15,- n.a. -,Cemeteries,,,
slc.40.1040.16,40,1040,16,Amortization,Cemeteries,,,
slc.40.1098.01,40,1098,01,"Salaries, Wages and Employee Benefits",Please specify,,,
slc.40.1098.02,40,1098,02,Interest on Long Term Debt,Please specify,,,
slc.40.1098.03,40,1098,03,Materials,Please specify,,,
slc.40.1098.04,40,1098,04,Contracted Services,Please specify,,,
slc.40.1098.05,40,1098,05,Rents and Financial Expenses,Please specify,,,
slc.40.1098.06,40,1098,06,External Transfers,Please specify,,,
slc.40.1098.07,40,1098,07,Total Expenses Before Adjustments,Please specify,,,
slc.40.1098.08,40,1098,08,- n.a. -,Please specify,,,
slc.40.1098.09,40,1098,09,- n.a. -,Please specify,,,
slc.40.1098.10,40,1098,10,- n.a. -,Please specify,,,
slc.40.1098.11,40,1098,11,Total Expenses After Adjustments,Please specify,,,
slc.40.1098.12,40,1098,12,Inter-Functional Adjustments,Please specify,,,
slc.40.1098.13,40,1098,13,Allocation of Program Support,Please specify,,,
slc.40.1098.14,40,1098,14,- n.a. -,Please specify,,,
slc.40.1098.15,40,1098,15,- n.a. -,Please specify,,,
slc.40.1098.16,40,1098,16,Amortization,Please specify,,,
slc.40.1099.01,40,1099,01,"Salaries, Wages and Employee Benefits",Subtotal,,,
slc.40.1099.02,40,1099,02,Interest on Long Term Debt,Subtotal,,,
slc.40.1099.03,40,1099,03,Materials,Subtotal,,,
slc.40.1099.04,40,1099,04,Contracted Services,Subtotal,,,
slc.40.1099.05,40,1099,05,Rents and Financial Expenses,Subtotal,,,
slc.40.1099.06,40,1099,06,External Transfers,Subtotal,,,
slc.40.1099.07,40,1099,07,Total Expenses Before Adjustments,Subtotal,,,
slc.40.1099.08,40,1099,08,- n.a. -,Subtotal,,,
slc.40.1099.09,40,1099,09,- n.a. -,Subtotal,,,
slc.40.1099.10,40,1099,10,- n.a. -,Subtotal,,,
slc.40.1099.11,40,1099,11,Total Expenses After Adjustments,Subtotal,,,
slc.40.1099.12,40,1099,12,Inter-Functional Adjustments,Subtotal,,,
slc.40.1099.13,40,1099,13,Allocation of Program Support,Subtotal,,,
slc.40.1099.14,40,1099,14,- n.a. -,Subtotal,,,
slc.40.1099.15,40,1099,15,- n.a. -,Subtotal,,,
slc.40.1099.16,40,1099,16,Amortization,Subtotal,,,
slc.40.1210.01,40,1210,01,"Salaries, Wages and Employee Benefits",General assistance,,,
slc.40.1210.02,40,1210,02,Interest on Long Term Debt,General assistance,,,
slc.40.1210.03,40,1210,03,Materials,General assistance,,,
slc.40.1210.04,40,1210,04,Contracted Services,General assistance,,,
slc.40.1210.05,40,1210,05,Rents and Financial Expenses,General assistance,,,
slc.40.1210.06,40,1210,06,External Transfers,General assistance,,,
slc.40.1210.07,40,1210,07,Total Expenses Before Adjustments,General assistance,,,
slc.40.1210.08,40,1210,08,- n.a. -,General assistance,,,
slc.40.1210.09,40,1210,09,- n.a. -,General assistance,,,
slc.40.1210.10,40,1210,10,- n.a. -,General assistance,,,
slc.40.1210.11,40,1210,11,Total Expenses After Adjustments,General assistance,,,
slc.40.1210.12,40,1210,12,Inter-Functional Adjustments,General assistance,,,
slc.40.1210.13,40,1210,13,Allocation of Program Support,General assistance,,,
slc.40.1210.14,40,1210,14,- n.a. -,General assistance,,,
slc.40.1210.15,40,1210,15,- n.a. -,General assistance,,,
slc.40.1210.16,40,1210,16,Amortization,General assistance,,,
slc.40.1220.01,40,1220,01,"Salaries, Wages and Employee Benefits",Assistance to aged persons,,,
slc.40.1220.02,40,1220,02,Interest on Long Term Debt,Assistance to aged persons,,,
slc.40.1220.03,40,1220,03,Materials,Assistance to aged persons,,,
slc.40.1220.04,40,1220,04,Contracted Services,Assistance to aged persons,,,
slc.40.1220.05,40,1220,05,Rents and Financial Expenses,Assistance to aged persons,,,
slc.40.1220.06,40,1220,06,External Transfers,Assistance to aged persons,,,
